G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,CG_CK,WLS,HOLD,INN2,BF,PA,AB,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,WP,BK,ERR,R,ER,P_WHIP_RT,P2_WHIP_RT,CB_WHIP_RT,H1,CUM_ER,CUM_INN2,CUM_KK,CUM_BB,CUM_HIT,CUM_HR,CUM_AB,CUM_SF,CUM_HP,CUM_R,CUM_H1,CUM_H2,CUM_H3,cFIP,K/9,BB/9,K/BB,OAVG,OOBP,OSLG,OOPS,WHIP,BABIP,DICE,ERA,RA9,FIP,kFIP,HR/9,H/9
20160401HHLG0,20160401,LG,HH,0,B,0,W,0,36,184,52,46,13,2,0,0,0,0,3,0,3,0,0,10,1,0,0,0,4,4,0.642857143,1.285714286,2.4,11,4,36,10,3,13,0,46,0,0,4,11,2,0,3.792,7.5,2.25,3.3333333333333335,0.2826086956521739,0.32653061224489793,0.32608695652173914,0.6526175687666371,1.3333333333333333,0.3611111111111111,2.0833333333333335,3.0,3.0,2.8753333333333333,3.7086666666666663,0.0,9.75
20160401HHLG0,20160401,HH,LG,0,T,0,L,0,34,196,47,42,9,2,0,1,2,1,1,0,4,0,0,11,0,1,0,0,5,4,1.5,1.0,0.75,6,4,34,11,4,9,1,42,0,0,5,6,2,0,3.792,8.735294117647058,3.176470588235294,2.75,0.21428571428571427,0.2826086956521739,0.3333333333333333,0.6159420289855072,1.1470588235294117,0.26666666666666666,3.264705882352941,3.176470588235294,3.9705882352941173,4.056705882352941,5.115529411764705,0.7941176470588235,7.147058823529411
20160401HTNC0,20160401,NC,HT,0,B,0,W,0,27,143,38,34,8,3,0,1,0,0,0,0,3,0,1,10,1,2,0,0,4,4,1.333333333,1.038461538,2.142857143,4,4,27,10,3,8,1,34,0,1,4,4,3,0,3.792,10.0,3.0,3.3333333333333335,0.23529411764705882,0.3157894736842105,0.4117647058823529,0.7275541795665634,1.2222222222222223,0.30434782608695654,3.5555555555555554,4.0,4.0,4.347555555555555,5.5697777777777775,1.0,8.0
20160401HTNC0,20160401,HT,NC,0,T,0,L,0,24,147,36,30,9,2,0,2,0,0,1,0,5,0,0,9,1,0,0,0,5,5,0.5,1.6956521740000001,1.875,5,5,24,9,5,9,2,30,0,0,5,5,2,0,3.792,10.125,5.625,1.8,0.3,0.4,0.5666666666666667,0.9666666666666667,1.75,0.3684210526315789,5.875,5.625,5.625,6.667,8.042,2.25,10.125
20160401KTSK0,20160401,SK,KT,0,B,0,L,0,27,151,42,36,11,0,0,2,2,1,0,1,4,0,1,7,0,0,0,0,8,8,1.0,2.357142857,2.25,9,8,27,7,4,11,2,36,1,1,8,9,0,0,3.792,7.0,4.0,1.75,0.3055555555555556,0.38095238095238093,0.4722222222222222,0.8531746031746031,1.6666666666666667,0.32142857142857145,6.0,8.0,8.0,6.792,7.792,2.0,11.0
20160401KTSK0,20160401,KT,SK,0,T,0,W,0,27,147,36,36,10,5,0,1,0,0,0,0,0,0,0,7,1,0,0,0,4,4,1.8,1.75,0.272727273,4,4,27,7,0,10,1,36,0,0,4,4,5,0,3.792,7.0,0.0,0.0,0.2777777777777778,0.2777777777777778,0.5,0.7777777777777778,1.1111111111111112,0.32142857142857145,2.888888888888889,4.0,4.0,3.6808888888888887,4.5697777777777775,1.0,10.0
20160401LTWO0,20160401,WO,LT,0,B,0,L,0,27,145,39,37,11,2,0,0,1,0,0,0,2,0,0,6,2,0,0,0,2,1,0.25,1.4444444440000002,0.818181818,9,1,27,6,2,11,0,37,0,0,2,9,2,0,3.792,6.0,2.0,3.0,0.2972972972972973,0.3333333333333333,0.35135135135135137,0.6846846846846847,1.4444444444444444,0.3548387096774194,2.3333333333333335,1.0,2.0,3.1253333333333333,3.792,0.0,11.0
20160401LTWO0,20160401,LT,WO,0,T,0,W,4,27,138,36,30,6,1,0,0,0,2,0,1,5,0,0,6,0,0,0,1,1,0,0.0,1.222222222,1.0,5,0,27,6,5,6,0,30,1,0,1,5,1,0,3.792,6.0,5.0,1.2,0.2,0.3055555555555556,0.23333333333333334,0.538888888888889,1.2222222222222223,0.24,3.3333333333333335,0.0,1.0,4.125333333333333,4.792,0.0,6.0
20160401OBSS0,20160401,SS,OB,0,B,0,L,0,27,147,37,31,8,0,0,2,2,1,1,1,3,0,1,3,1,0,0,1,5,4,0.375,2.5714285709999998,3.0,6,4,27,3,3,8,2,31,1,1,5,6,0,0,3.792,3.0,3.0,1.0,0.25806451612903225,0.3333333333333333,0.45161290322580644,0.7849462365591398,1.2222222222222223,0.2222222222222222,6.555555555555555,4.0,5.0,7.347555555555555,7.9031111111111105,2.0,8.0
20160401OBSS0,20160401,OB,SS,0,T,0,W,1,27,146,35,32,8,0,0,0,1,1,0,0,2,0,1,6,2,1,0,0,1,1,1.0,2.0,1.6666666669999999,8,1,27,6,2,8,0,32,0,1,1,8,0,0,3.792,6.0,2.0,3.0,0.25,0.3142857142857143,0.25,0.5642857142857143,1.1111111111111112,0.3076923076923077,2.6666666666666665,1.0,1.0,3.4586666666666663,4.125333333333333,0.0,8.0
