G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,CG_CK,WLS,HOLD,INN2,BF,PA,AB,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,WP,BK,ERR,R,ER,P_WHIP_RT,P2_WHIP_RT,CB_WHIP_RT,H1,CUM_ER,CUM_INN2,CUM_KK,CUM_BB,CUM_HIT,CUM_HR,CUM_AB,CUM_SF,CUM_HP,CUM_R,CUM_H1,CUM_H2,CUM_H3,cFIP,K/9,BB/9,K/BB,OAVG,OOBP,OSLG,OOPS,WHIP,BABIP,DICE,ERA,RA9,FIP,kFIP,HR/9,H/9
20190323HHOB0,20190323,OB,HH,0,B,0,W,1,27,151,42,34,12,1,0,0,0,1,1,1,5,0,1,7,2,1,0,0,4,4,1.2,1.888888889,3.857142857,11,4,27,7,5,12,0,34,1,1,4,11,1,0,3.403,7.0,5.0,1.4,0.35294117647058826,0.43902439024390244,0.38235294117647056,0.821377331420373,1.8888888888888888,0.42857142857142855,3.4444444444444446,4.0,4.0,3.8474444444444442,4.625222222222222,0.0,12.0
20190323HHOB0,20190323,HH,OB,0,T,0,L,0,24,138,33,28,6,1,0,1,0,0,0,0,5,0,0,3,1,1,0,0,5,5,3.0,1.375,3.0,4,5,24,3,5,6,1,28,0,0,5,4,1,0,3.403,3.375,5.625,0.6,0.21428571428571427,0.3333333333333333,0.35714285714285715,0.6904761904761905,1.375,0.20833333333333334,5.75,5.625,5.625,6.1530000000000005,6.6530000000000005,1.125,6.75
20190323KTSK0,20190323,SK,KT,0,B,0,W,1,27,153,39,36,9,0,0,1,0,0,0,0,3,0,0,10,1,0,0,0,4,4,0.666666667,1.375,0.818181818,8,4,27,10,3,9,1,36,0,0,4,8,0,0,3.403,10.0,3.0,3.3333333333333335,0.25,0.3076923076923077,0.3333333333333333,0.641025641025641,1.3333333333333333,0.32,3.2222222222222223,4.0,4.0,3.6252222222222223,4.847444444444444,1.0,9.0
20190323KTSK0,20190323,KT,SK,0,T,0,L,0,24,140,37,31,8,1,0,2,1,0,0,0,6,0,0,5,1,0,0,0,7,6,2.0,1.8260869569999998,1.5,5,6,24,5,6,8,2,31,0,0,7,5,1,0,3.403,5.625,6.75,0.8333333333333334,0.25806451612903225,0.3783783783783784,0.4838709677419355,0.8622493461203139,1.75,0.25,7.25,6.75,7.875,7.6530000000000005,8.528,2.25,9.0
20190323LGHT0,20190323,HT,LG,0,B,0,L,0,27,146,34,31,8,3,0,0,0,0,0,0,3,0,0,12,3,0,0,0,2,2,0.5,1.222222222,0.6,5,2,27,12,3,8,0,31,0,0,2,5,3,0,3.403,12.0,3.0,4.0,0.25806451612903225,0.3235294117647059,0.3548387096774194,0.6783681214421253,1.2222222222222223,0.42105263157894735,1.3333333333333333,2.0,2.0,1.7363333333333333,3.0696666666666665,0.0,8.0
20190323LGHT0,20190323,LG,HT,0,T,0,W,1,27,119,33,28,3,1,0,0,0,0,1,0,3,0,1,6,1,0,0,0,0,0,0.272727273,0.666666667,0.545454545,2,0,27,6,3,3,0,28,0,1,0,2,1,0,3.403,6.0,3.0,2.0,0.10714285714285714,0.21875,0.14285714285714285,0.36160714285714285,0.6666666666666666,0.13636363636363635,3.0,0.0,0.0,3.403,4.0696666666666665,0.0,3.0
20190323SSNC0,20190323,NC,SS,0,B,0,W,0,27,123,31,29,4,0,0,0,0,0,0,0,2,0,0,5,3,0,0,0,0,0,0.0,1.0,0.666666667,4,0,27,5,2,4,0,29,0,0,0,4,0,0,3.403,5.0,2.0,2.5,0.13793103448275862,0.1935483870967742,0.13793103448275862,0.3314794215795328,0.6666666666666666,0.16666666666666666,2.5555555555555554,0.0,0.0,2.958555555555556,3.514111111111111,0.0,4.0
20190323SSNC0,20190323,SS,NC,0,T,0,L,0,24,144,36,31,8,0,0,3,0,1,0,0,5,0,0,7,0,0,0,1,7,7,4.0,9.0,4.2,5,7,24,7,5,8,3,31,0,0,7,5,0,0,3.403,7.875,5.625,1.4,0.25806451612903225,0.3611111111111111,0.5483870967741935,0.9094982078853047,1.625,0.23809523809523808,8.0,7.875,7.875,8.403,9.653,3.375,9.0
20190323WOLT0,20190323,LT,WO,0,B,0,L,0,27,158,44,40,14,1,0,2,0,1,1,0,3,0,0,7,1,2,0,1,7,7,1.285714286,2.166666667,3.857142857,11,7,27,7,3,14,2,40,0,0,7,11,1,0,3.403,7.0,3.0,2.3333333333333335,0.35,0.3953488372093023,0.525,0.9203488372093023,1.8888888888888888,0.3870967741935484,5.333333333333334,7.0,7.0,5.7363333333333335,6.7363333333333335,2.0,14.0
20190323WOLT0,20190323,WO,LT,0,T,0,W,3,27,128,37,35,7,2,0,0,1,0,0,0,1,0,1,11,0,1,0,0,4,3,0.9,0.529411765,1.125,5,3,27,11,1,7,0,35,0,1,4,5,2,0,3.403,11.0,1.0,11.0,0.2,0.24324324324324326,0.2571428571428571,0.5003861003861003,0.8888888888888888,0.2916666666666667,1.2222222222222223,3.0,4.0,1.6252222222222223,2.8474444444444442,0.0,7.0
