G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,CG_CK,WLS,HOLD,INN2,BF,PA,AB,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,WP,BK,ERR,R,ER,P_WHIP_RT,P2_WHIP_RT,CB_WHIP_RT,H1,CUM_ER,CUM_INN2,CUM_KK,CUM_BB,CUM_HIT,CUM_HR,CUM_AB,CUM_SF,CUM_HP,CUM_R,CUM_H1,CUM_H2,CUM_H3,cFIP,K/9,BB/9,K/BB,OAVG,OOBP,OSLG,OOPS,WHIP,BABIP,DICE,ERA,RA9,FIP,kFIP,HR/9,H/9
20200505HHSK0,20200505,SK,HH,0,B,0,L,0,27,115,35,31,8,3,0,0,0,1,2,0,2,0,0,5,1,0,0,0,3,3,1.5,1.2,1.333333333,5,3,27,5,2,8,0,31,0,0,3,5,3,0,3.5989999999999998,5.0,2.0,2.5,0.25806451612903225,0.30303030303030304,0.3548387096774194,0.6578690127077225,1.1111111111111112,0.3076923076923077,2.5555555555555554,3.0,3.0,3.1545555555555556,3.710111111111111,0.0,8.0
20200505HHSK0,20200505,HH,SK,0,T,1,W,0,27,101,30,29,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0.0,0.0,0.75,2,0,27,2,1,2,0,29,0,0,0,2,0,0,3.5989999999999998,2.0,1.0,2.0,0.06896551724137931,0.1,0.06896551724137931,0.16896551724137931,0.3333333333333333,0.07407407407407407,2.888888888888889,0.0,0.0,3.4878888888888886,3.710111111111111,0.0,2.0
20200505LTKT0,20200505,KT,LT,0,B,0,L,0,27,154,37,32,7,1,0,2,0,0,0,1,4,0,0,9,1,0,0,0,7,7,3.0,1.285714286,1.875,4,7,27,9,4,7,2,32,1,0,7,4,1,0,3.5989999999999998,9.0,4.0,2.25,0.21875,0.2972972972972973,0.4375,0.7347972972972974,1.2222222222222223,0.22727272727272727,5.222222222222222,7.0,7.0,5.821222222222222,7.043444444444445,2.0,7.0
20200505LTKT0,20200505,LT,KT,0,T,0,W,0,27,155,35,30,5,1,0,1,0,1,0,0,5,0,0,8,1,0,0,0,2,2,0.0,1.0,2.5714285709999998,3,2,27,8,5,5,1,30,0,0,2,3,1,0,3.5989999999999998,8.0,5.0,1.6,0.16666666666666666,0.2857142857142857,0.3,0.5857142857142856,1.1111111111111112,0.19047619047619047,4.333333333333333,2.0,2.0,4.932333333333333,5.932333333333333,1.0,5.0
20200505NCSS0,20200505,SS,NC,0,B,0,L,0,27,144,35,33,7,2,0,3,0,0,0,0,2,0,0,9,0,0,0,0,4,4,1.5,1.058823529,2.142857143,2,4,27,9,2,7,3,33,0,0,4,2,2,0,3.5989999999999998,9.0,2.0,4.5,0.21212121212121213,0.2571428571428571,0.5454545454545454,0.8025974025974025,1.0,0.19047619047619047,6.0,4.0,4.0,6.599,7.932333333333332,3.0,7.0
20200505NCSS0,20200505,NC,SS,0,T,0,W,0,27,134,36,30,3,0,0,0,0,1,0,0,6,0,0,8,0,1,0,0,0,0,0.6,1.0,3.0,3,0,27,8,6,3,0,30,0,0,0,3,0,0,3.5989999999999998,8.0,6.0,1.3333333333333333,0.1,0.25,0.1,0.35,1.0,0.13636363636363635,3.2222222222222223,0.0,0.0,3.821222222222222,4.710111111111111,0.0,3.0
20200505OBLG0,20200505,LG,OB,0,B,0,W,2,27,148,34,30,6,1,0,1,0,0,0,1,3,0,0,9,1,0,0,0,2,2,0.0,0.75,1.5,4,2,27,9,3,6,1,30,1,0,2,4,1,0,3.5989999999999998,9.0,3.0,3.0,0.2,0.2647058823529412,0.3333333333333333,0.5980392156862745,1.0,0.23809523809523808,3.4444444444444446,2.0,2.0,4.043444444444444,5.154555555555556,1.0,6.0
20200505OBLG0,20200505,OB,LG,0,T,0,L,0,24,146,36,30,10,6,1,1,1,1,0,0,5,0,1,6,1,2,0,0,8,8,3.5,1.285714286,3.0,2,8,24,6,5,10,1,30,0,1,8,2,6,1,3.5989999999999998,6.75,5.625,1.2,0.3333333333333333,0.4444444444444444,0.7,1.1444444444444444,1.875,0.391304347826087,5.375,9.0,9.0,5.974,6.849,1.125,11.25
20200505WOHT0,20200505,HT,WO,0,B,0,L,0,27,186,44,38,12,3,0,2,0,0,0,0,6,0,0,5,1,0,0,0,11,11,7.0,2.142857143,3.428571429,7,11,27,5,6,12,2,38,0,0,11,7,3,0,3.5989999999999998,5.0,6.0,0.8333333333333334,0.3157894736842105,0.4090909090909091,0.5526315789473685,0.9617224880382775,2.0,0.3225806451612903,6.777777777777778,11.0,11.0,7.376777777777777,8.154555555555556,2.0,12.0
20200505WOHT0,20200505,WO,HT,0,T,0,W,0,27,154,37,32,6,1,0,0,0,0,0,0,4,0,1,7,2,0,0,0,2,0,1.0,1.5,1.875,5,0,27,7,4,6,0,32,0,1,2,5,1,0,3.5989999999999998,7.0,4.0,1.75,0.1875,0.2972972972972973,0.21875,0.5160472972972974,1.1111111111111112,0.24,3.111111111111111,0.0,2.0,3.710111111111111,4.487888888888889,0.0,6.0
20200506HHSK0,20200506,SK,HH,0,B,0,W,1,27,138,35,31,5,1,0,1,0,0,0,0,4,0,0,5,1,1,0,0,2,2,1.2,0.333333333,1.875,3,5,54,10,6,13,1,62,0,0,5,8,4,0,3.5989999999999998,5.0,3.0,1.6666666666666667,0.20967741935483872,0.27941176470588236,0.3225806451612903,0.6019924098671727,1.0555555555555556,0.23529411764705882,3.611111111111111,2.5,2.5,4.210111111111111,4.821222222222222,0.5,6.5
20200506HHSK0,20200506,HH,SK,0,T,0,L,0,24,144,37,33,9,3,0,2,3,0,1,0,3,0,0,8,0,2,0,0,5,5,1.2,2.625,1.5,4,5,51,10,4,11,2,62,0,0,5,6,3,0,3.5989999999999998,5.294117647058823,2.1176470588235294,2.5,0.1774193548387097,0.22727272727272727,0.3225806451612903,0.5498533724340176,0.8823529411764706,0.18,4.0588235294117645,2.6470588235294117,2.6470588235294117,4.657823529411765,5.36370588235294,1.0588235294117647,5.823529411764706
20200506LTKT0,20200506,KT,LT,0,B,0,L,0,27,153,41,36,12,2,0,1,1,1,0,3,1,0,1,6,0,2,0,0,9,9,0.75,1.5,0.46153846200000004,9,16,54,15,5,19,3,68,4,1,16,13,3,0,3.5989999999999998,7.5,2.5,3.0,0.27941176470588236,0.32051282051282054,0.45588235294117646,0.776395173453997,1.3333333333333333,0.2962962962962963,4.5,8.0,8.0,5.099,6.099,1.5,9.5
20200506LTKT0,20200506,LT,KT,0,T,0,W,0,27,122,38,35,8,2,0,1,1,0,0,1,2,0,0,3,0,0,0,0,4,3,0.333333333,0.5,0.666666667,5,5,54,11,7,13,2,65,1,0,6,8,3,0,3.5989999999999998,5.5,3.5,1.5714285714285714,0.2,0.273972602739726,0.3384615384615385,0.6124341412012645,1.1111111111111112,0.20754716981132076,4.388888888888889,2.5,3.0,4.987888888888889,5.710111111111111,1.0,6.5
20200506NCSS0,20200506,SS,NC,0,B,0,L,0,27,155,40,33,8,1,0,2,2,2,0,0,6,0,1,8,0,0,0,0,4,4,1.0,1.5,1.333333333,5,8,54,17,8,15,5,66,0,1,8,7,3,0,3.5989999999999998,8.5,4.0,2.125,0.22727272727272727,0.32,0.5,0.8200000000000001,1.2777777777777777,0.22727272727272727,6.222222222222222,4.0,4.0,6.821222222222222,8.043444444444445,2.5,7.5
20200506NCSS0,20200506,NC,SS,0,T,0,W,4,27,145,34,32,5,1,0,3,0,0,0,0,1,0,1,11,0,0,0,0,3,3,0.0,0.375,0.3,1,3,54,19,7,8,3,62,0,1,3,4,1,0,3.5989999999999998,9.5,3.5,2.7142857142857144,0.12903225806451613,0.22857142857142856,0.2903225806451613,0.5188940092165899,0.8333333333333334,0.125,4.388888888888889,1.5,1.5,4.987888888888889,6.210111111111111,1.5,4.0
20200506OBLG0,20200506,LG,OB,0,B,0,L,0,27,144,37,35,12,1,0,1,0,0,0,1,1,0,0,3,2,0,0,0,5,5,1.5,3.0,1.875,10,7,54,12,4,18,2,65,2,0,7,14,2,0,3.5989999999999998,6.0,2.0,3.0,0.27692307692307694,0.30985915492957744,0.4,0.7098591549295774,1.2222222222222223,0.3018867924528302,3.7777777777777777,3.5,3.5,4.376777777777778,5.154555555555556,1.0,9.0
20200506OBLG0,20200506,OB,LG,0,T,0,W,1,27,136,36,33,6,0,0,0,1,0,0,0,2,0,1,6,1,0,0,0,2,1,0.375,1.0,1.714285714,6,9,51,12,7,16,1,63,0,2,10,8,6,1,3.5989999999999998,6.352941176470588,3.7058823529411766,1.7142857142857142,0.25396825396825395,0.3472222222222222,0.42857142857142855,0.7757936507936507,1.3529411764705883,0.3,3.764705882352941,4.764705882352941,5.294117647058823,4.540176470588235,5.304882352941176,0.5294117647058824,8.470588235294118
20200506WOHT0,20200506,HT,WO,0,B,0,L,0,27,142,35,31,7,1,1,0,1,0,1,2,1,0,0,11,0,0,0,0,3,2,0.428571429,0.8888888890000001,1.0,5,13,54,16,7,19,2,69,2,0,14,12,4,1,3.5989999999999998,8.0,3.5,2.2857142857142856,0.2753623188405797,0.3333333333333333,0.4492753623188406,0.7826086956521738,1.4444444444444444,0.32075471698113206,3.8333333333333335,6.5,7.0,4.432333333333333,5.432333333333333,1.0,9.5
20200506WOHT0,20200506,WO,HT,0,T,0,W,1,27,118,37,35,9,2,0,1,0,0,1,0,1,0,0,9,0,0,0,0,2,2,1.2,1.111111111,1.0,6,2,54,16,5,15,1,67,0,1,4,11,3,0,3.5989999999999998,8.0,2.5,3.2,0.22388059701492538,0.2876712328767123,0.31343283582089554,0.6011040686976079,1.1111111111111112,0.28,2.7777777777777777,1.0,2.0,3.5434444444444444,4.487888888888889,0.5,7.5
20200507HHSK0,20200507,SK,HH,0,B,0,L,0,27,165,42,37,13,1,0,0,4,0,0,0,5,0,0,7,3,1,0,0,8,8,3.857142857,2.823529412,2.333333333,12,13,81,17,11,26,1,99,0,0,13,20,5,0,3.5989999999999998,5.666666666666667,3.6666666666666665,1.5454545454545454,0.26262626262626265,0.33636363636363636,0.3434343434343434,0.6797979797979798,1.3703703703703705,0.30864197530864196,3.4444444444444446,4.333333333333333,4.333333333333333,4.043444444444444,4.710111111111111,0.3333333333333333,8.666666666666666
20200507HHSK0,20200507,HH,SK,0,T,0,W,0,27,164,45,39,15,2,2,0,0,0,0,0,4,0,2,8,3,1,0,0,4,4,1.2,2.0,7.5,11,9,78,18,8,26,2,101,0,2,9,17,5,2,3.5989999999999998,6.230769230769231,2.769230769230769,2.25,0.25742574257425743,0.32432432432432434,0.40594059405940597,0.7302649183837303,1.3076923076923077,0.2962962962962963,3.769230769230769,3.1153846153846154,3.1153846153846154,4.368230769230769,5.1374615384615385,0.6923076923076923,9.0
20200507LTKT0,20200507,KT,LT,0,B,0,L,0,27,157,45,40,14,2,0,1,0,0,1,0,4,0,0,3,1,1,0,0,7,6,1.363636364,2.076923077,1.0909090909999999,11,22,81,18,9,33,4,108,4,1,23,24,5,0,3.5989999999999998,6.0,3.0,2.0,0.3055555555555556,0.3524590163934426,0.46296296296296297,0.8154219793564056,1.5555555555555556,0.32222222222222224,4.592592592592593,7.333333333333333,7.666666666666667,5.3027037037037035,6.117518518518518,1.3333333333333333,11.0
20200507LTKT0,20200507,LT,KT,0,T,0,W,2,27,139,35,33,7,2,0,0,0,1,0,0,2,0,0,4,0,2,0,0,3,3,0.333333333,1.125,2.142857143,5,8,81,15,9,20,2,98,1,0,9,13,5,0,3.5989999999999998,5.0,3.0,1.6666666666666667,0.20408163265306123,0.26851851851851855,0.3163265306122449,0.5848450491307635,1.0740740740740742,0.21951219512195122,3.851851851851852,2.6666666666666665,3.0,4.450851851851851,5.080481481481481,0.6666666666666666,6.666666666666667
