G_ID,T_ID,TB_SC,WLS,cluster_team_hit,cluster_team_pit,hit_f1,hit_f2,hit_f3,pit_f1,pit_f2,pit_f3,pit_f4
20160401HHLG0,HH,T,L,1,3,3.2466494456533863,-0.6724418020830413,0.38169149180297846,3.2575753342611655,1.9220547809296846,-0.48770340679612256,0.5703722517819678
20160402HHLG0,HH,T,L,1,3,1.9166245672332745,-1.7033136653155971,0.501446814941403,-0.10963373812452372,2.6757998496473787,-1.3524356482374011,0.9904020239965128
20160405WOHH0,HH,B,W,1,3,0.4862757653328293,-2.875870331509563,0.5846455031640291,-0.11249768756308003,3.9666485752127585,-1.3340575493427345,-0.15383275938974636
20160406WOHH0,HH,B,L,1,3,-0.270842829504143,-0.11384527961935428,-0.06779663520526871,0.1040774882579049,4.8929213753013014,-2.3226689181284064,0.6052305883278366
20160407WOHH0,HH,B,L,1,3,-0.5294892782856377,1.2158621796895435,0.11262453456253389,0.5763298590650544,4.565677900555014,-0.41910132715035664,0.8770129828433849
20160408HHNC0,HH,T,L,1,3,-0.015080706297039283,0.896037435912175,-0.5764701216240988,-0.05981925102709209,4.637674165394569,-0.5270720547649953,0.12295277293188699
20160409HHNC0,HH,T,L,1,3,0.6730436553500256,0.7260394345872329,-1.3060659257621292,-0.5564775270894612,3.412919179783934,0.15887464586640834,1.3910842845779359
20160410HHNC0,HH,T,W,1,3,1.1628809075590667,0.29185598764146,-0.6172899851904244,0.5337188348291065,3.82619508927603,0.13926597606766533,-1.1264662882399767
20160412OBHH0,HH,B,L,1,3,1.3945952026499702,0.1992576274920941,-0.6514675153485645,0.052823783690667606,4.243489246530918,0.5824814697363139,0.9373811328986591
20160413OBHH0,HH,B,L,1,3,0.6213591254446708,0.3162314622491609,1.1375609466382735,-0.44371947504648435,3.3551584960501257,0.27093417143322723,0.2027602656321453
20160414OBHH0,HH,B,L,1,3,1.364872584524011,0.729869234662745,-1.4154662192871703,-0.9306916958221503,2.9475339816937054,1.219600594293872,2.930610229072696
20160415LGHH0,HH,B,L,1,3,1.635470175556027,0.5460205281881775,-0.8919588716708614,-2.032732621640412,2.627275427719654,1.5211156660673606,2.7803729809529
20160417LGHH0,HH,B,L,1,3,1.9119224321740347,-0.26193509378778046,-0.3974977768429397,-2.034756934171273,2.63770177785785,1.4329989792507223,-0.21726630552856316
20160419HHLT0,HH,T,L,1,3,2.100080355420168,-0.3338987939293638,-0.08490643401503034,-1.7524256200444586,3.188074019694851,1.1834697297597427,-0.8367391319178774
20160420HHLT0,HH,T,L,1,3,2.080718469318527,-0.12556165990510293,-0.04833567664658714,-2.3836324004868734,2.775679103708157,0.7588858183607982,0.606168733718999
20160421HHLT0,HH,T,W,1,3,1.68703669116095,-0.9152328349332033,1.2037029087607418,-2.190146332717733,2.675319303424365,0.336778374355517,-0.4626550142280536
20160422HHOB0,HH,T,L,1,3,1.7941792860892831,-0.7271998062352647,-0.3142204550028283,-2.233482694720113,2.186649114591511,0.33504472953442666,0.3826002572495347
20160423HHOB0,HH,T,L,1,3,2.0540843585014907,-0.2688812977302397,-0.7924702404438836,-2.0556109674044887,2.223047765021729,0.46290917963769923,-1.018382856549691
20160424HHOB0,HH,T,L,1,3,2.282446496942436,0.04306451785831407,-0.6824200449794837,-2.0379730615498692,2.706619410305768,0.24938971629554968,-1.1926797218739649
20160426HTHH0,HH,B,W,1,3,2.2282072471676386,-0.15474388658323918,0.021079929236663023,-1.8014338074092173,2.728304513939966,-0.0032663188818224946,-1.238007592605203
20160428HTHH0,HH,B,W,1,3,2.339775328703408,-0.21136606444265252,0.12348942091702168,-1.4333730329696213,2.770317586405419,-0.0038985406571856963,-1.1591029786717686
20160429SSHH0,HH,B,W,1,3,1.854665731305188,-0.11559480477920402,1.7060897668648283,-1.334872303097531,2.6970654833029544,0.22170293604084806,-0.2372289796362172
20160430SSHH0,HH,B,L,1,3,1.9939443713632279,-0.15667624922159995,-0.4947154830089476,-1.3263780275832082,2.643601078335606,0.47745511632810617,-0.4748169584456462
20160501SSHH0,HH,B,W,1,3,1.806719895729097,-0.12601756395376765,0.649918601005223,-1.4349662561078982,2.6614916738260295,0.18759524754457602,0.5734111644987336
20160503HHSK0,HH,T,W,1,3,1.7640073019705416,-0.42468841540644964,0.2811376660305309,-1.2365022146818094,2.5371592028813232,0.02578664525446408,-1.122247968532537
20160504HHSK0,HH,T,L,1,3,1.7775088302790556,-0.5275443224659079,-0.2191275424146375,-1.4359471432160391,2.6862332860539913,0.037045187850019215,-0.2777960244653625
20160505HHSK0,HH,T,L,1,3,1.53694441398221,-0.3556161060503388,1.0237861694329342,-1.8763522488148179,2.2256616732203476,0.444065856338482,2.8280631589222383
20160506HHKT0,HH,T,L,1,3,1.5808013707353699,-0.13721074388483973,-0.18078696692025922,-2.1149653657563965,2.0559081264134207,0.567317117848534,0.9493071780558708
20160507HHKT0,HH,T,L,1,3,1.3582090334346097,-0.2424313859751071,1.20469967494305,-2.5056438243030557,1.7236627481524556,0.054559973365524844,2.9884989494459595
20160508HHKT0,HH,T,L,1,3,1.513059991553675,-0.21112930300264734,-0.7839629432526665,-2.614860010034114,1.6023991003988154,-0.03535586837579855,-0.14383993359060726
20160511NCHH0,HH,B,W,1,3,1.3909283305003648,-0.2997544074382671,0.4930701849195875,-2.6559420607561437,1.8008348009667063,-0.2577717843056292,-0.7228697985153516
20160512NCHH0,HH,B,L,1,3,1.530858992543043,-0.1591430223876018,-0.7604626876453366,-2.785362224715386,1.8923527778238605,-0.3381903932700385,1.444286788668151
20160513HHHT0,HH,T,L,1,3,1.6846904454483078,-0.1592072312624438,-0.8354619396648123,-2.6422965706004473,1.9511494943843155,-0.2947660482477659,-1.1690723446729165
20160514HHHT0,HH,T,L,1,3,1.9020491119105483,0.01975140589029599,-1.4156582511709748,-2.6513672824083927,1.7892595859794154,-0.24766650656403297,0.3034160394428992
20160515HHHT0,HH,T,L,1,3,1.7037917514544005,-0.35088918918924183,1.3800434860845525,-2.7379211169276876,1.9508646340564082,-0.15016909198644995,0.30142758555437715
20160517HHSS0,HH,T,L,1,3,1.699631187341212,-0.16061859402139614,-0.08272371596021559,-2.659375229613031,1.9432610471242535,-0.23827457808591135,-0.7243811843200416
20160518HHSS0,HH,T,L,1,3,1.8617396849554975,-0.1455180584437317,-0.8724300208603879,-2.821228140345134,1.9467315816075417,-0.12828296570131942,1.7179488462974701
20160519HHSS0,HH,T,W,1,3,1.6305256762394604,0.025635944650847235,1.6259482886485601,-2.778574309097208,1.7488741796761145,-0.028962331657558082,-0.35384554566292914
20160520KTHH0,HH,B,W,1,3,1.4172966734713193,-0.01937738628867779,1.3961704934010777,-2.6129705680589437,1.6912051659377736,-0.1720718388627772,-1.4610835272614915
20160521KTHH0,HH,B,D,1,3,1.284840549863648,-0.20586941729997577,1.4620767464363091,-2.5394915022818125,1.6700511405121832,-0.34218776637285886,0.3112569346957806
20160522KTHH0,HH,B,L,1,3,1.1753071317730572,0.13466969080176294,0.48794769448704695,-2.787951894127185,1.3715154058077297,-0.03967145920806429,3.1802750549849974
20160524HHWO0,HH,T,L,1,3,1.3317557462168845,0.16124372354212113,-1.0739271038036782,-2.629712616527282,1.476628748112705,-0.1087922580663083,-1.6229628269662202
