G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,PA,AB,RBI,RUN,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,ERR,LOB,P_HRA_RT,P_AB_CN,P_HIT_CN,H1,CUM_HIT,CUM_AB,CUM_H1,CUM_H2,CUM_H3,CUM_HR,CUM_BB,CUM_HP,CUM_SF,CUM_CS,CUM_GD,CUM_SB,CUM_SH,CUM_IB,CUM_KK,CUM_PA,wBB,wHBP,w1B,w2B,w3B,wHR,AVG,SLG,IsoP,OBP,OPS,RC,XR,wOBA,BABIP
20160401HHLG0,20160401,LG,HH,0,B,47,42,4,5,9,2,0,1,2,1,1,0,4,0,0,11,0,0,8,0.333333333,12,4,6,9,42,6,2,0,1,4,0,0,1,0,2,1,0,11,47,0.747,0.774,0.9440000000000001,1.273,1.569,1.8980000000000001,0.21428571428571427,0.3333333333333333,0.11904761904761904,0.2826086956521739,0.6159420289855072,4.238297872340426,4.261999999999999,0.2786382978723404,0.26666666666666666
20160401HHLG0,20160401,HH,LG,0,T,52,46,4,4,13,2,0,0,0,0,3,0,3,0,0,10,1,2,12,0.2,15,3,11,13,46,11,2,0,0,3,0,0,0,1,0,3,0,10,52,0.747,0.774,0.9440000000000001,1.273,1.569,1.8980000000000001,0.2826086956521739,0.32608695652173914,0.043478260869565244,0.32653061224489793,0.6526175687666371,5.001923076923077,4.659999999999998,0.29175,0.3611111111111111
20160401HTNC0,20160401,NC,HT,0,B,36,30,5,5,9,2,0,2,0,0,1,0,5,0,0,9,1,1,7,0.14285714300000002,7,1,5,9,30,5,2,0,2,5,0,0,0,1,0,1,0,9,36,0.747,0.774,0.9440000000000001,1.273,1.569,1.8980000000000001,0.3,0.5666666666666667,0.26666666666666666,0.4,0.9666666666666667,6.796111111111111,6.228,0.41102777777777777,0.3684210526315789
20160401HTNC0,20160401,HT,NC,0,T,38,34,3,4,8,3,0,1,0,0,0,0,3,0,1,10,1,0,7,0.1,10,1,4,8,34,4,3,0,1,3,1,0,0,1,0,0,0,10,38,0.747,0.774,0.9440000000000001,1.273,1.569,1.8980000000000001,0.23529411764705882,0.4117647058823529,0.1764705882352941,0.3157894736842105,0.7275541795665634,4.353684210526316,4.169999999999999,0.3291578947368421,0.30434782608695654
20160401KTSK0,20160401,SK,KT,0,B,36,36,4,4,10,5,0,1,0,0,0,0,0,0,0,7,1,1,5,0.375,8,3,4,10,36,4,5,0,1,0,0,0,0,1,0,0,0,7,36,0.747,0.774,0.9440000000000001,1.273,1.569,1.8980000000000001,0.2777777777777778,0.5,0.2222222222222222,0.2777777777777778,0.7777777777777778,4.5,4.273999999999999,0.33441666666666664,0.32142857142857145
20160401KTSK0,20160401,KT,SK,0,T,42,36,7,8,11,0,0,2,2,1,0,1,4,0,1,7,0,0,7,0.28571428600000004,7,2,9,11,36,9,0,0,2,4,1,1,1,0,2,0,0,7,42,0.747,0.774,0.9440000000000001,1.273,1.569,1.8980000000000001,0.3055555555555556,0.4722222222222222,0.16666666666666663,0.38095238095238093,0.8531746031746031,7.0928571428571425,7.183999999999999,0.38223809523809527,0.32142857142857145
20160401LTWO0,20160401,WO,LT,0,B,36,30,1,1,6,1,0,0,0,2,0,1,5,0,0,6,0,1,8,0.0,5,0,5,6,30,5,1,0,0,5,0,1,2,0,0,0,0,6,36,0.747,0.774,0.9440000000000001,1.273,1.569,1.8980000000000001,0.2,0.23333333333333334,0.033333333333333326,0.3055555555555556,0.538888888888889,2.205,2.442,0.2702222222222222,0.24
20160401LTWO0,20160401,LT,WO,0,T,39,37,1,2,11,2,0,0,1,0,0,0,2,0,0,6,2,0,10,0.071428571,14,1,9,11,37,9,2,0,0,2,0,0,0,2,1,0,0,6,39,0.747,0.774,0.9440000000000001,1.273,1.569,1.8980000000000001,0.2972972972972973,0.35135135135135137,0.05405405405405406,0.3333333333333333,0.6846846846846847,3.96,3.671999999999999,0.3214358974358974,0.3548387096774194
20160401OBSS0,20160401,SS,OB,0,B,35,32,1,1,8,0,0,0,1,1,0,0,2,0,1,6,2,1,7,0.25,4,1,8,8,32,8,0,0,0,2,1,0,1,2,1,0,0,6,35,0.747,0.774,0.9440000000000001,1.273,1.569,1.8980000000000001,0.25,0.25,0.0,0.3142857142857143,0.5642857142857143,2.1257142857142854,1.9319999999999988,0.2805714285714286,0.3076923076923077
20160401OBSS0,20160401,OB,SS,0,T,37,31,4,5,8,0,0,2,2,1,1,1,3,0,1,3,1,0,5,0.14285714300000002,7,1,6,8,31,6,0,0,2,3,1,1,1,1,2,1,0,3,37,0.747,0.774,0.9440000000000001,1.273,1.569,1.8980000000000001,0.25806451612903225,0.45161290322580644,0.1935483870967742,0.3333333333333333,0.7849462365591398,4.627027027027027,5.226,0.3371621621621622,0.2222222222222222
20160402HHLG0,20160402,LG,HH,0,B,49,40,8,8,12,2,1,1,1,2,0,0,8,0,1,9,0,1,11,0.3,10,3,8,21,82,14,4,1,2,12,1,0,3,0,3,1,0,20,96,0.747,0.774,0.9440000000000001,1.273,1.569,1.8980000000000001,0.25609756097560976,0.4024390243902439,0.14634146341463417,0.35789473684210527,0.7603337612323492,12.419375,12.189999999999998,0.34803125,0.31666666666666665
20160402HHLG0,20160402,HH,LG,0,T,50,43,7,7,13,4,0,0,0,1,2,0,3,1,2,9,0,1,10,0.333333333,15,5,9,26,89,20,6,0,0,6,2,0,1,1,0,5,1,19,102,0.747,0.774,0.9440000000000001,1.273,1.569,1.8980000000000001,0.29213483146067415,0.3595505617977528,0.06741573033707865,0.35051546391752575,0.7100660257152785,11.425882352941176,10.637999999999998,0.31486138613861386,0.37142857142857144
20160402HTNC0,20160402,NC,HT,0,B,36,33,3,3,7,1,0,1,1,0,0,0,2,0,1,5,1,0,6,0.0,4,0,5,16,63,10,3,0,3,7,1,0,0,2,1,1,0,14,72,0.747,0.774,0.9440000000000001,1.273,1.569,1.8980000000000001,0.25396825396825395,0.4444444444444444,0.19047619047619047,0.3380281690140845,0.7824726134585289,9.508888888888889,9.338,0.34661111111111115,0.2826086956521739
20160402HTNC0,20160402,HT,NC,0,T,39,33,4,4,8,2,0,1,1,1,1,0,5,0,0,8,0,0,8,0.428571429,7,3,5,16,67,9,5,0,2,8,1,0,1,1,1,1,0,18,77,0.747,0.774,0.9440000000000001,1.273,1.569,1.8980000000000001,0.23880597014925373,0.40298507462686567,0.16417910447761194,0.32894736842105265,0.7319324430479184,9.074545454545454,8.836,0.32996103896103895,0.2978723404255319
20160402KTSK0,20160402,SK,KT,0,B,44,37,4,4,10,2,0,1,2,0,0,0,6,2,1,6,1,1,12,0.111111111,9,1,7,20,73,11,7,0,2,6,1,0,0,2,2,0,2,13,80,0.747,0.774,0.9440000000000001,1.273,1.569,1.8980000000000001,0.273972602739726,0.4520547945205479,0.1780821917808219,0.3375,0.7895547945205479,11.04375,10.365999999999998,0.34426923076923077,0.3103448275862069
20160402KTSK0,20160402,KT,SK,0,T,41,34,3,3,8,0,0,0,0,2,1,0,6,0,0,3,2,1,8,0.375,8,3,8,19,70,17,0,0,2,10,1,1,3,2,2,1,0,10,83,0.747,0.774,0.9440000000000001,1.273,1.569,1.8980000000000001,0.2714285714285714,0.35714285714285715,0.08571428571428574,0.36585365853658536,0.7229965156794425,9.018072289156626,9.519999999999998,0.33840963855421685,0.288135593220339
20160402LTWO0,20160402,WO,LT,0,B,35,30,5,5,9,0,0,0,1,1,0,0,4,0,1,6,1,0,6,0.375,8,3,9,15,60,14,1,0,0,9,1,1,3,1,1,0,0,12,71,0.747,0.774,0.9440000000000001,1.273,1.569,1.8980000000000001,0.25,0.26666666666666666,0.016666666666666663,0.352112676056338,0.6187793427230046,5.809014084507043,6.194,0.3096619718309859,0.30612244897959184
20160402LTWO0,20160402,LT,WO,0,T,39,34,3,3,8,3,0,0,2,1,0,0,5,0,0,9,0,1,9,0.181818182,11,2,5,19,71,14,5,0,0,7,0,0,1,2,3,0,0,15,78,0.747,0.774,0.9440000000000001,1.273,1.569,1.8980000000000001,0.2676056338028169,0.3380281690140845,0.07042253521126762,0.3333333333333333,0.6713615023474178,8.073589743589745,7.659999999999998,0.31807692307692303,0.3392857142857143
