G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,PA,AB,RBI,RUN,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,ERR,LOB,P_HRA_RT,P_AB_CN,P_HIT_CN,H1,CUM_HIT,CUM_AB,CUM_H1,CUM_H2,CUM_H3,CUM_HR,CUM_BB,CUM_HP,CUM_SF,CUM_CS,CUM_GD,CUM_SB,CUM_SH,CUM_IB,CUM_KK,CUM_PA,wBB,wHBP,w1B,w2B,w3B,wHR,AVG,SLG,IsoP,OBP,OPS,RC,XR,wOBA,BABIP
20170331HHOB0,20170331,OB,HH,0,B,33,27,3,3,4,1,0,0,3,0,0,2,2,0,2,8,0,1,6,0.111111111,9,1,3,4,27,3,1,0,0,2,2,2,0,0,3,0,0,8,33,0.728,0.7559999999999999,0.927,1.2590000000000001,1.558,1.901,0.14814814814814814,0.18518518518518517,0.037037037037037035,0.24242424242424243,0.4276094276094276,2.0945454545454547,2.7260000000000004,0.2123636363636364,0.19047619047619047
20170331HHOB0,20170331,HH,OB,0,T,33,29,0,0,4,0,0,0,0,1,1,0,3,0,0,8,0,4,6,0.0,4,0,4,4,29,4,0,0,0,3,0,0,1,0,0,1,0,8,33,0.728,0.7559999999999999,0.927,1.2590000000000001,1.558,1.901,0.13793103448275862,0.13793103448275862,0.0,0.21875,0.3566810344827586,0.9636363636363635,0.4260000000000001,0.17854545454545456,0.19047619047619047
20170331HTSS0,20170331,SS,HT,0,B,33,31,2,2,7,1,0,2,0,0,1,0,1,0,0,7,1,1,4,0.0,3,0,4,7,31,4,1,0,2,1,0,0,0,1,0,1,0,7,33,0.728,0.7559999999999999,0.927,1.2590000000000001,1.558,1.901,0.22580645161290322,0.45161290322580644,0.22580645161290322,0.25,0.7016129032258065,3.135151515151515,3.3939999999999992,0.28778787878787876,0.22727272727272727
20170331HTSS0,20170331,HT,SS,0,T,42,34,7,7,7,1,1,3,0,1,0,0,8,0,0,5,0,1,8,0.28571428600000004,7,2,2,7,34,2,1,1,3,8,0,0,1,0,0,0,0,5,42,0.728,0.7559999999999999,0.927,1.2590000000000001,1.558,1.901,0.20588235294117646,0.5588235294117647,0.35294117647058826,0.35714285714285715,0.9159663865546219,7.026666666666666,7.01,0.38566666666666666,0.15384615384615385
20170331KTSK0,20170331,SK,KT,0,B,36,33,2,2,8,1,0,0,1,0,1,0,0,0,1,8,1,1,7,0.4,5,2,7,8,33,7,1,0,0,0,1,0,0,1,1,1,0,8,36,0.728,0.7559999999999999,0.927,1.2590000000000001,1.558,1.901,0.24242424242424243,0.2727272727272727,0.030303030303030276,0.2647058823529412,0.5374331550802138,2.354285714285714,2.095999999999999,0.23622222222222225,0.32
20170331KTSK0,20170331,KT,SK,0,T,37,35,3,3,9,2,0,1,0,1,0,0,2,1,0,8,1,1,7,0.2,5,1,6,9,35,6,2,0,1,2,0,0,1,1,0,0,1,8,37,0.728,0.7559999999999999,0.927,1.2590000000000001,1.558,1.901,0.2571428571428571,0.4,0.1428571428571429,0.2972972972972973,0.6972972972972973,3.4686486486486485,3.3759999999999986,0.2974722222222222,0.3076923076923077
20170331LGWO0,20170331,WO,LG,0,B,34,30,1,1,5,2,1,0,0,0,0,0,4,0,0,6,2,1,6,0.0,8,0,2,5,30,2,2,1,0,4,0,0,0,2,0,0,0,6,34,0.728,0.7559999999999999,0.927,1.2590000000000001,1.558,1.901,0.16666666666666666,0.3,0.13333333333333333,0.2647058823529412,0.5647058823529412,2.0670588235294116,1.8019999999999998,0.2600588235294118,0.20833333333333334
20170331LGWO0,20170331,LG,WO,0,T,34,31,1,2,4,0,0,1,0,0,0,0,3,0,0,10,1,0,5,0.0,2,0,3,4,31,3,0,0,1,3,0,0,0,1,0,0,0,10,34,0.728,0.7559999999999999,0.927,1.2590000000000001,1.558,1.901,0.12903225806451613,0.22580645161290322,0.0967741935483871,0.20588235294117646,0.43168880455407965,1.3729411764705883,1.0799999999999996,0.20194117647058824,0.15
20170331LTNC0,20170331,NC,LT,0,B,38,32,6,6,11,5,0,1,2,2,0,0,4,0,2,9,0,2,8,0.384615385,13,5,5,11,32,5,5,0,1,4,2,0,2,0,2,0,0,9,38,0.728,0.7559999999999999,0.927,1.2590000000000001,1.558,1.901,0.34375,0.59375,0.25,0.4473684210526316,1.0411184210526316,8.526315789473683,7.337999999999997,0.454078947368421,0.45454545454545453
20170331LTNC0,20170331,LT,NC,0,T,34,33,3,5,7,2,0,1,0,1,0,0,0,0,1,8,0,2,2,0.666666667,3,2,4,7,33,4,2,0,1,0,1,0,1,0,0,0,0,8,34,0.728,0.7559999999999999,0.927,1.2590000000000001,1.558,1.901,0.21212121212121213,0.36363636363636365,0.15151515151515152,0.23529411764705882,0.5989304812834224,2.5241176470588234,2.4959999999999996,0.26126470588235295,0.25
20170401HHOB0,20170401,OB,HH,0,B,49,42,4,5,9,0,0,1,1,0,0,1,6,0,0,7,0,0,11,0.28571428600000004,7,2,8,13,69,11,1,0,1,8,2,3,0,0,4,0,0,15,82,0.728,0.7559999999999999,0.927,1.2590000000000001,1.558,1.901,0.18840579710144928,0.2463768115942029,0.05797101449275363,0.2804878048780488,0.5268646164722517,6.518536585365855,7.730000000000002,0.25235365853658537,0.21428571428571427
20170401HHOB0,20170401,HH,OB,0,T,54,44,6,6,16,2,0,1,0,0,4,0,6,1,0,8,0,1,15,0.15,20,3,13,20,73,17,2,0,1,9,0,0,1,0,0,5,1,16,87,0.728,0.7559999999999999,0.927,1.2590000000000001,1.558,1.901,0.273972602739726,0.3424657534246575,0.0684931506849315,0.35365853658536583,0.6961242900100233,9.552183908045977,9.331999999999999,0.30234883720930233,0.3392857142857143
20170401HTSS0,20170401,SS,HT,0,B,47,39,6,7,10,1,0,1,1,0,1,0,4,1,3,8,0,0,10,0.333333333,12,4,8,17,70,12,2,0,3,5,3,0,0,1,1,2,1,15,80,0.728,0.7559999999999999,0.927,1.2590000000000001,1.558,1.901,0.24285714285714285,0.4,0.15714285714285717,0.32051282051282054,0.7205128205128206,9.414,9.39,0.3104430379746836,0.2692307692307692
20170401HTSS0,20170401,HT,SS,0,T,49,43,8,9,14,2,1,0,0,0,1,1,3,1,1,9,0,1,10,0.5,14,7,11,21,77,13,3,2,3,11,1,1,1,0,0,1,1,14,91,0.728,0.7559999999999999,0.927,1.2590000000000001,1.558,1.901,0.2727272727272727,0.4805194805194805,0.2077922077922078,0.36666666666666664,0.8471861471861472,14.382417582417581,13.988,0.36314444444444444,0.29508196721311475
20170401KTSK0,20170401,SK,KT,0,B,32,32,0,0,7,0,0,0,0,1,0,0,0,0,0,5,1,0,5,0.0,4,0,7,15,65,14,1,0,0,0,1,0,1,2,1,1,0,13,68,0.728,0.7559999999999999,0.927,1.2590000000000001,1.558,1.901,0.23076923076923078,0.24615384615384617,0.015384615384615385,0.24242424242424243,0.4885780885780886,3.356716417910448,2.6159999999999997,0.22048529411764708,0.28846153846153844
20170401KTSK0,20170401,KT,SK,0,T,30,30,2,2,3,0,0,1,0,0,0,0,0,0,0,6,0,0,1,0.0,0,0,2,12,65,8,2,0,2,2,0,0,1,1,0,0,1,14,67,0.728,0.7559999999999999,0.927,1.2590000000000001,1.558,1.901,0.18461538461538463,0.3076923076923077,0.12307692307692308,0.208955223880597,0.5166475315729047,3.6286567164179107,3.338,0.21915151515151515,0.20408163265306123
20170401LGWO0,20170401,WO,LG,0,B,40,37,3,3,12,3,0,0,1,0,0,0,2,0,1,9,1,0,10,0.3,10,3,9,17,67,11,5,1,0,6,1,0,0,3,1,0,0,15,74,0.728,0.7559999999999999,0.927,1.2590000000000001,1.558,1.901,0.2537313432835821,0.3582089552238806,0.10447761194029848,0.32432432432432434,0.6825332795482049,7.474864864864864,6.970000000000001,0.3131621621621622,0.3269230769230769
20170401LGWO0,20170401,LG,WO,0,T,39,36,8,8,11,5,0,2,1,0,1,0,1,0,1,9,0,0,4,0.363636364,11,4,4,15,67,7,5,0,3,4,1,0,0,1,1,1,0,19,73,0.728,0.7559999999999999,0.927,1.2590000000000001,1.558,1.901,0.22388059701492538,0.43283582089552236,0.20895522388059698,0.2777777777777778,0.7106135986733002,8.156986301369864,8.138000000000002,0.30349315068493155,0.26666666666666666
20170401LTNC0,20170401,NC,LT,0,B,38,35,0,0,7,0,0,0,0,0,0,0,3,0,0,9,0,1,11,0.0,6,0,7,18,67,12,5,0,1,7,2,0,2,0,2,0,0,18,76,0.728,0.7559999999999999,0.927,1.2590000000000001,1.558,1.901,0.26865671641791045,0.3880597014925373,0.11940298507462688,0.35526315789473684,0.7433228593872742,9.664473684210526,9.265999999999998,0.3411578947368421,0.3541666666666667
20170401LTNC0,20170401,LT,NC,0,T,38,32,3,3,6,2,0,0,0,0,1,0,4,0,1,11,0,1,8,0.375,8,3,4,13,65,8,4,0,1,4,2,0,1,0,0,1,0,19,72,0.728,0.7559999999999999,0.927,1.2590000000000001,1.558,1.901,0.2,0.3076923076923077,0.1076923076923077,0.2676056338028169,0.5752979414951246,5.52,5.247999999999999,0.2607916666666667,0.26666666666666666
20170402HHOB0,20170402,OB,HH,0,B,46,40,4,5,8,0,0,2,0,0,1,0,5,1,0,7,2,1,7,0.25,4,1,6,21,109,17,1,0,3,13,2,3,0,2,4,1,1,22,128,0.728,0.7559999999999999,0.927,1.2590000000000001,1.558,1.901,0.1926605504587156,0.28440366972477066,0.09174311926605505,0.28346456692913385,0.5678682366539045,10.306249999999999,11.583999999999998,0.2595984251968504,0.20689655172413793
20170402HHOB0,20170402,HH,OB,0,T,54,44,4,4,8,1,1,1,2,0,0,0,7,0,3,9,0,2,14,0.181818182,11,2,5,28,117,22,3,1,2,16,3,0,1,0,2,5,1,25,141,0.728,0.7559999999999999,0.927,1.2590000000000001,1.558,1.901,0.23931623931623933,0.3333333333333333,0.09401709401709399,0.34558823529411764,0.678921568627451,15.437730496453899,15.479999999999997,0.3051357142857143,0.28888888888888886
20170402HTSS0,20170402,SS,HT,0,B,48,40,15,16,17,2,1,2,1,0,1,1,4,0,2,6,1,1,8,0.5,18,9,12,34,110,24,4,1,5,9,5,1,0,2,2,3,1,21,128,0.728,0.7559999999999999,0.927,1.2590000000000001,1.558,1.901,0.3090909090909091,0.5,0.19090909090909092,0.384,0.884,22.1015625,20.892000000000003,0.37756692913385825,0.3411764705882353
20170402HTSS0,20170402,HT,SS,0,T,40,38,2,3,10,3,0,1,0,0,0,0,2,0,0,12,0,2,10,0.166666667,12,2,6,31,115,19,6,2,4,13,1,1,1,0,0,1,1,26,131,0.728,0.7559999999999999,0.927,1.2590000000000001,1.558,1.901,0.26956521739130435,0.4608695652173913,0.19130434782608696,0.34615384615384615,0.8070234113712375,19.28610687022901,18.651999999999997,0.34906923076923074,0.313953488372093
20170402KTSK0,20170402,SK,KT,0,B,28,28,1,1,3,0,0,1,0,0,0,0,0,0,0,4,2,1,0,0.0,0,0,2,18,93,16,1,0,1,0,1,0,1,4,1,1,0,17,96,0.728,0.7559999999999999,0.927,1.2590000000000001,1.558,1.901,0.1935483870967742,0.23655913978494625,0.04301075268817206,0.20212765957446807,0.43868679935941435,3.4336842105263155,2.0339999999999994,0.19529166666666667,0.22666666666666666
20170402KTSK0,20170402,KT,SK,0,T,46,38,7,8,11,1,0,2,1,0,0,1,7,0,0,6,0,0,11,0.375,8,3,8,23,103,16,3,0,4,9,0,1,1,1,1,0,1,20,113,0.728,0.7559999999999999,0.927,1.2590000000000001,1.558,1.901,0.22330097087378642,0.36893203883495146,0.14563106796116504,0.2831858407079646,0.6521178795429161,10.916814159292034,11.39,0.2860446428571429,0.2375
20170402LGWO0,20170402,WO,LG,0,B,33,28,1,2,3,1,0,0,1,1,0,1,4,0,0,6,0,1,4,0.0,4,0,2,20,95,13,6,1,0,10,1,1,1,3,2,0,0,21,107,0.728,0.7559999999999999,0.927,1.2590000000000001,1.558,1.901,0.21052631578947367,0.29473684210526313,0.08421052631578946,0.2897196261682243,0.5844564682734874,8.180747663551402,7.982,0.2728878504672897,0.26666666666666666
20170402LGWO0,20170402,LG,WO,0,T,41,36,7,9,10,2,0,1,1,1,0,0,5,0,0,9,0,1,5,0.375,8,3,7,25,103,14,7,0,4,9,1,0,1,1,2,1,0,28,114,0.728,0.7559999999999999,0.927,1.2590000000000001,1.558,1.901,0.24271844660194175,0.42718446601941745,0.1844660194174757,0.30973451327433627,0.7369189792937537,13.941052631578948,13.665999999999995,0.3219561403508772,0.29577464788732394
20170402LTNC0,20170402,NC,LT,0,B,36,31,4,4,4,0,1,0,2,0,0,0,4,0,1,10,1,0,5,0.25,8,2,3,22,98,15,5,1,1,11,3,0,2,1,4,0,0,28,112,0.728,0.7559999999999999,0.927,1.2590000000000001,1.558,1.901,0.22448979591836735,0.32653061224489793,0.10204081632653059,0.32142857142857145,0.6479591836734694,11.113928571428572,10.985999999999999,0.3029910714285715,0.30434782608695654
