G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,P_ID,START_CK,RELIEF_CK,CG_CK,QUIT_CK,WLS,HOLD,INN2,BF,PA,AB,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,WP,BK,ERR,R,ER,P_WHIP_RT,P2_WHIP_RT,CB_WHIP_RT,CUM_ER,CUM_INN2,CUM_KK,CUM_BB,CUM_HIT,CUM_HR,CUM_AB,CUM_SF,CUM_HP,CUM_R,CUM_H2,CUM_H3,cFIP,ERA,K/9,BB/9,K/BB,WHIP,BABIP,DICE,FIP,kFIP,RA9,HR/9,H/9,OAVG,OOBP,OSLG,OOPS
20190323HHOB0,20190323,HH,OB,0,T,60768,0,1,0,1, ,0,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,0.0,0,1,0,0,1,0,1,0,0,0,1,0,3.403,0.0,0.0,0.0,0.0,3.0,1.0,3.0,3.403,3.403,0.0,0.0,27.0,1.0,1.0,3.0,4.0
20190323HHOB0,20190323,OB,HH,0,B,62242,0,1,0,0, ,0,2,8,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.0,1.5,1.5,1,2,0,0,1,0,2,0,0,1,0,0,3.403,13.5,0.0,0.0,0.0,1.5,0.5,3.0,3.403,3.403,13.5,0.0,13.5,0.5,0.5,0.5,1.0
20190323HHOB0,20190323,OB,HH,0,B,63248,0,1,0,1,S,0,2,15,4,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.5,3.0,6.0,0,2,0,1,1,0,2,1,0,0,0,0,3.403,0.0,0.0,13.5,0.0,3.0,0.3333333333333333,7.5,7.9030000000000005,7.9030000000000005,0.0,0.0,13.5,0.5,0.5,0.5,1.0
20190323HHOB0,20190323,OB,HH,0,B,65543,1,0,0,0, ,0,17,93,27,24,9,1,0,0,0,1,0,0,2,0,1,5,1,0,0,0,2,2,1.0,1.941176471,3.75,2,17,5,2,9,0,24,0,1,2,1,0,3.403,3.176470588235294,7.941176470588235,3.176470588235294,2.5,1.9411764705882353,0.47368421052631576,2.823529411764706,3.226529411764706,4.108882352941176,3.176470588235294,0.0,14.294117647058822,0.375,0.4444444444444444,0.4583333333333333,0.9027777777777777
20190323HHOB0,20190323,HH,OB,0,T,65769,0,1,0,0,L,0,0,8,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,2,0,0,2,0,0,0,0,0,2,0,0,3.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
20190323HHOB0,20190323,OB,HH,0,B,67266,0,1,0,0,W,0,2,13,4,3,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,1,3.0,3.0,0.0,1,2,2,1,1,0,3,0,0,1,0,0,3.403,13.5,27.0,13.5,2.0,3.0,1.0,1.5,1.903,4.9030000000000005,13.5,0.0,13.5,0.3333333333333333,0.5,0.3333333333333333,0.8333333333333333
20190323HHOB0,20190323,HH,OB,0,T,67703,0,1,0,0, ,0,4,11,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0,4,2,0,0,0,4,0,0,0,0,0,3.403,0.0,13.5,0.0,0.0,0.0,0.0,0.0,0.403,1.903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190323HHOB0,20190323,HH,OB,0,T,69744,1,0,0,0, ,0,17,104,24,21,5,0,0,1,0,0,0,0,3,0,0,1,1,1,0,0,3,3,6.0,1.411764706,2.4,3,17,1,3,5,1,21,0,0,3,0,0,3.403,4.764705882352941,1.588235294117647,4.764705882352941,0.3333333333333333,1.4117647058823528,0.21052631578947367,6.529411764705882,6.932411764705883,7.285352941176471,4.764705882352941,1.588235294117647,7.941176470588235,0.23809523809523808,0.3333333333333333,0.42857142857142855,0.7619047619047619
20190323HHOB0,20190323,OB,HH,0,B,73248,0,1,0,0, ,0,2,17,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.5,0.0,0,2,0,1,0,0,2,0,0,0,0,0,3.403,0.0,0.0,13.5,0.0,1.5,0.0,7.5,7.9030000000000005,7.9030000000000005,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333
20190323HHOB0,20190323,HH,OB,0,T,73801,0,1,0,0, ,0,2,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,2,0,0,0,0,2,0,0,0,0,0,3.403,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.403,3.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0
