G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,P_ID,START_CK,RELIEF_CK,CG_CK,QUIT_CK,WLS,HOLD,INN2,BF,PA,AB,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,WP,BK,ERR,R,ER,P_WHIP_RT,P2_WHIP_RT,CB_WHIP_RT,H1,CUM_ER,CUM_INN2,CUM_KK,CUM_BB,CUM_HIT,CUM_HR,CUM_AB,CUM_SF,CUM_HP,CUM_R,CUM_H1,CUM_H2,CUM_H3,cFIP,ERA,K/9,BB/9,K/BB,WHIP,BABIP,DICE,FIP,kFIP,RA9,HR/9,H/9,OAVG,OOBP,OSLG,OOPS
20160401HHLG0,20160401,LG,HH,0,B,60146,0,1,0,1,W,0,6,29,8,7,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0.0,1.0,1.5,1,0,6,3,1,1,0,7,0,0,0,1,0,0,3.792,0.0,13.5,4.5,3.0,1.0,0.25,1.5,2.292,3.792,0.0,0.0,4.5,0.14285714285714285,0.25,0.14285714285714285,0.39285714285714285
20160401HHLG0,20160401,LG,HH,0,B,61891,0,1,0,0, ,0,5,33,8,6,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.0,1.8,1.5,2,0,5,1,1,2,0,6,0,0,0,2,0,0,3.792,0.0,5.3999999999999995,5.3999999999999995,1.0,1.7999999999999998,0.4,3.6,4.3919999999999995,4.992,0.0,0.0,10.799999999999999,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.7619047619047619
20160401HHLG0,20160401,LG,HH,0,B,62146,0,1,0,0, ,0,1,7,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,1,0,1,0,0,1,0,2,0,0,0,1,0,0,3.792,0.0,0.0,0.0,0.0,3.0,0.5,3.0,3.792,3.792,0.0,0.0,27.0,0.5,0.5,0.5,1.0
20160401HHLG0,20160401,LG,HH,0,B,62698,1,0,0,0, ,0,18,94,28,25,9,2,0,0,0,0,2,0,1,0,0,4,1,0,0,0,4,4,0.818181818,1.588235294,3.75,7,4,18,4,1,9,0,25,0,0,4,7,2,0,3.792,6.0,6.0,1.5,4.0,1.6666666666666667,0.42857142857142855,2.1666666666666665,2.9586666666666663,3.6253333333333333,6.0,0.0,13.5,0.36,0.38461538461538464,0.44,0.8246153846153846
20160401HHLG0,20160401,HH,LG,0,T,65764,0,1,0,1,L,0,4,27,6,4,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0.0,1.5,0.0,0,1,4,1,1,1,0,4,0,0,1,0,1,0,3.792,6.75,6.75,6.75,1.0,1.5,0.3333333333333333,3.75,4.542,5.292,6.75,0.0,6.75,0.25,0.4,0.5,0.9
20160401HHLG0,20160401,LG,HH,0,B,70839,0,1,0,0, ,0,3,11,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,3.792,0.0,9.0,0.0,0.0,0.0,0.0,1.0,1.7919999999999998,2.792,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20160401HHLG0,20160401,LG,HH,0,B,71118,0,1,0,0, ,0,3,10,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,3.792,0.0,9.0,0.0,0.0,0.0,0.0,1.0,1.7919999999999998,2.792,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20160401HHLG0,20160401,HH,LG,0,T,72447,0,1,0,0, ,0,6,29,7,7,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.5,1.5,1,0,6,2,0,1,0,7,0,0,0,1,0,0,3.792,0.0,9.0,0.0,0.0,0.5,0.2,1.0,1.7919999999999998,2.792,0.0,0.0,4.5,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857
20160401HHLG0,20160401,HH,LG,0,T,73801,1,0,0,0, ,0,9,57,15,14,5,1,0,1,1,0,0,0,1,0,0,4,0,0,0,0,3,3,1.5,1.5,1.5,3,3,9,4,1,5,1,14,0,0,3,3,1,0,3.792,9.0,12.0,3.0,4.0,2.0,0.4444444444444444,5.666666666666666,6.458666666666666,8.125333333333334,9.0,3.0,15.0,0.35714285714285715,0.4,0.6428571428571429,1.042857142857143
20160401HHLG0,20160401,HH,LG,0,T,74731,0,1,0,0, ,0,1,18,3,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0,6.0,0.0,1,0,1,1,1,1,0,2,0,0,1,1,0,0,3.792,0.0,27.0,27.0,1.0,6.0,1.0,6.0,6.792,9.792,27.0,0.0,27.0,0.5,0.6666666666666666,0.5,1.1666666666666665
20160401HHLG0,20160401,HH,LG,0,T,74857,0,1,0,0, ,0,9,27,9,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0,9,2,0,0,0,9,0,0,0,0,0,0,3.792,0.0,6.0,0.0,0.0,0.0,0.0,1.6666666666666667,2.458666666666667,3.1253333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20160401HHLG0,20160401,HH,LG,0,T,99737,0,1,0,0, ,0,5,38,7,6,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1.0,1.2,0.0,1,0,5,1,1,1,0,6,0,0,0,1,0,0,3.792,0.0,5.3999999999999995,5.3999999999999995,1.0,1.2,0.2,3.6,4.3919999999999995,4.992,0.0,0.0,5.3999999999999995,0.16666666666666666,0.2857142857142857,0.16666666666666666,0.45238095238095233
20160401HTNC0,20160401,NC,HT,0,B,62966,0,1,0,0,W,0,3,19,4,4,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,1.0,0.0,0,0,3,2,0,1,0,4,0,0,0,0,1,0,3.792,0.0,18.0,0.0,0.0,1.0,0.5,-1.0,-0.20800000000000018,1.7919999999999998,0.0,0.0,9.0,0.25,0.25,0.5,0.75
