,G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,PA,AB,RBI,RUN,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,ERR,LOB,P_HRA_RT,P_AB_CN,P_HIT_CN,H1,CUM_HIT,CUM_AB,CUM_H1,CUM_H2,CUM_H3,CUM_HR,CUM_BB,CUM_HP,CUM_SF,CUM_CS,CUM_GD,CUM_SB,CUM_SH,CUM_IB,CUM_KK,CUM_PA,wBB,wHBP,w1B,w2B,w3B,wHR,AVG,SLG,IsoP,OBP,OPS,RC,XR,wOBA,BABIP
0,20200505HHSK0,20200505,HH,SK,0,T,35,31,3,3,8,3,0,0,0,1,2,0,2,0,0,5,1,0,5,0.25,8,2,5,8,31,5,3,0,0,2,0,0,1,1,0,2,0,5,35,0.7290000000000001,0.758,0.936,1.281,1.591,1.954,0.25806451612903225,0.3548387096774194,0.09677419354838712,0.30303030303030304,0.6578690127077225,0.14237180806038532,0.2474419765410531,0.2851714285714286,0.3076923076923077
1,20200506HHSK0,20200506,HH,SK,0,T,35,31,2,2,5,1,0,1,0,0,0,0,4,0,0,5,1,2,6,0.166666667,6,1,3,13,62,8,4,0,1,6,0,0,1,2,0,2,0,10,70,0.7290000000000001,0.758,0.936,1.281,1.591,1.954,0.20967741935483872,0.3225806451612903,0.1129032258064516,0.2794117647058824,0.6019924098671727,0.1119660927178769,0.2256051909158972,0.2705714285714286,0.2352941176470588
2,20200507HHSK0,20200507,HH,SK,0,T,42,37,7,8,13,1,0,0,4,0,0,0,5,0,0,7,3,0,7,0.363636364,11,4,12,26,99,20,5,0,1,11,0,0,1,5,4,2,0,17,112,0.7290000000000001,0.758,0.936,1.281,1.591,1.954,0.26262626262626265,0.3434343434343434,0.08080808080808077,0.3363636363636364,0.6797979797979798,0.31848665828581746,0.44671824307461944,0.313375,0.308641975308642
3,20200508HHWO0,20200508,HH,WO,0,T,33,31,3,3,6,0,0,1,0,1,0,0,2,0,0,7,1,0,3,0.2,5,1,5,32,130,25,5,0,2,13,0,0,2,6,4,2,0,24,145,0.7290000000000001,0.758,0.936,1.281,1.591,1.954,0.24615384615384614,0.3307692307692308,0.08461538461538459,0.3146853146853147,0.6454545454545455,0.08219657199653208,0.1853007237334664,0.2978620689655172,0.28846153846153844
4,20200509HHWO0,20200509,HH,WO,0,T,36,33,3,3,10,2,0,1,0,1,1,0,1,0,1,4,1,1,6,0.25,8,2,7,42,163,32,7,0,3,14,1,0,3,7,4,3,0,28,181,0.7290000000000001,0.758,0.936,1.281,1.591,1.954,0.2576687116564417,0.3558282208588957,0.09815950920245398,0.3202247191011236,0.6760529399600193,0.22602439285245632,0.3527576740703767,0.30798342541436463,0.2954545454545455
5,20200510HHWO0,20200510,HH,WO,0,T,36,35,3,3,12,1,0,1,1,0,0,0,1,0,0,7,1,1,6,0.125,8,1,10,54,198,42,8,0,4,15,1,0,3,8,5,3,0,35,217,0.7290000000000001,0.758,0.936,1.281,1.591,1.954,0.2727272727272727,0.37373737373737376,0.10101010101010104,0.3271028037383177,0.7008401774756915,0.28608506513395454,0.4074120289493387,0.3182903225806451,0.31446540880503143
6,20200512HTHH0,20200512,HH,HT,0,B,35,33,1,1,8,1,0,0,0,1,0,0,2,0,0,8,1,0,7,0.25,4,1,7,62,231,49,9,0,4,17,1,0,4,9,5,3,0,43,252,0.7290000000000001,0.758,0.936,1.281,1.591,1.954,0.2683982683982684,0.3593073593073593,0.09090909090909087,0.321285140562249,0.6805924998696082,0.10569189748847044,0.20227102570501615,0.3109523809523809,0.31521739130434784
7,20200513HTHH0,20200513,HH,HT,0,B,38,35,3,3,9,2,0,0,2,0,0,0,2,0,1,6,1,1,8,0.428571429,7,3,7,71,266,56,11,0,4,19,2,0,4,10,7,3,0,49,290,0.7290000000000001,0.758,0.936,1.281,1.591,1.954,0.2669172932330827,0.3533834586466165,0.0864661654135338,0.3205574912891986,0.6739409499358151,0.18672379566825847,0.30621412528075864,0.3092758620689655,0.3145539906103286
8,20200514HTHH0,20200514,HH,HT,0,B,34,32,4,4,8,3,0,0,1,0,0,0,2,0,0,13,0,0,6,0.28571428600000004,7,2,5,79,298,61,14,0,4,21,2,0,4,10,8,3,0,62,324,0.7290000000000001,0.758,0.936,1.281,1.591,1.954,0.2651006711409396,0.3523489932885906,0.08724832214765099,0.3177570093457944,0.670106002634385,0.17775642380269993,0.2871225355627652,0.3076265432098765,0.3232758620689655
9,20200515LTHH0,20200515,HH,LT,0,B,33,30,2,2,8,2,1,0,0,1,0,0,3,0,0,12,0,0,7,0.111111111,9,1,5,87,328,66,16,1,4,24,2,0,5,10,8,3,0,74,357,0.7290000000000001,0.758,0.936,1.281,1.591,1.954,0.2652439024390244,0.3567073170731707,0.09146341463414633,0.3192090395480226,0.6759163566211933,0.195258228162804,0.30883453955577733,0.3100588235294117,0.332
