,G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,CG_CK,WLS,HOLD,INN2,BF,PA,AB,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,WP,BK,ERR,R,ER,P_WHIP_RT,P2_WHIP_RT,CB_WHIP_RT,H1,CUM_ER,CUM_INN2,CUM_KK,CUM_BB,CUM_HIT,CUM_HR,CUM_AB,CUM_SF,CUM_HP,CUM_R,CUM_H1,CUM_H2,CUM_H3,cFIP,K/9,BB/9,K/BB,OAVG,OOBP,OSLG,OOPS,WHIP,BABIP,DICE,ERA,RA9,FIP,kFIP,HR/9,H/9
0,20170331HHOB0,20170331,OB,HH,0,B,0,W,0,27,129,33,29,4,0,0,0,0,1,1,0,3,0,0,8,0,1,0,0,0,0,0.6,0.857142857,1.2,4,0,27,8,3,4,0,29,0,0,0,4,0,0,3.735,0.5853658536585367,0.375,0.38095238095238093,0.13793103448275862,0.21875,0.13793103448275862,0.3566810344827586,0.09195402298850575,0.19047619047619047,0.09090909090909091,0.0,0.0,0.09090909090909072,0.090909090909091,0.0,0.0
1,20170331HHOB0,20170331,HH,OB,0,T,0,L,0,24,134,33,27,4,1,0,0,3,0,0,2,2,0,2,8,0,0,0,0,3,1,0.6,0.45,0.272727273,3,1,24,8,2,4,0,27,2,2,3,3,1,0,3.735,0.7804878048780488,0.28125,0.5714285714285714,0.14814814814814814,0.24242424242424246,0.1851851851851852,0.4276094276094276,0.06896551724137934,0.19047619047619047,0.12878787878787876,0.15357142857142855,0.40499999999999997,0.12878787878787873,0.14393939393939387,0.0,0.05970149253731344
2,20170331HTSS0,20170331,SS,HT,0,B,0,L,0,27,180,42,34,7,1,1,3,0,1,0,0,8,0,0,5,0,1,0,0,7,6,2.0,1.363636364,3.428571429,2,6,27,5,8,7,3,34,0,0,7,2,1,1,3.735,0.0,1.0,0.08928571428571427,0.2058823529411765,0.35714285714285715,0.5588235294117647,0.915966386554622,0.8275862068965517,0.15384615384615385,1.0,0.819047619047619,0.84,1.0,1.0000000000000002,1.0,0.3582089552238806
3,20170331HTSS0,20170331,HT,SS,0,T,0,W,0,27,115,33,31,7,1,0,2,0,0,1,0,1,0,0,7,1,1,0,0,2,2,0.0,0.857142857,1.333333333,4,2,27,7,1,7,2,31,0,0,2,4,1,0,3.735,0.3902439024390245,0.125,1.0,0.2258064516129032,0.25,0.4516129032258064,0.7016129032258065,0.1839080459770115,0.2272727272727273,0.4242424242424242,0.273015873015873,0.24,0.42424242424242425,0.4393939393939394,0.6666666666666666,0.3582089552238806
4,20170331KTSK0,20170331,SK,KT,0,B,0,L,0,27,139,37,35,9,2,0,1,0,1,0,0,2,1,0,8,1,0,0,1,3,2,1.2,1.222222222,0.818181818,6,2,27,8,2,9,1,35,0,0,3,6,2,0,3.735,0.5853658536585367,0.25,0.5714285714285714,0.2571428571428571,0.2972972972972973,0.4,0.6972972972972973,0.45977011494252873,0.3076923076923077,0.2424242424242423,0.273015873015873,0.36,0.24242424242424238,0.2575757575757576,0.3333333333333333,0.5970149253731343
5,20170331KTSK0,20170331,KT,SK,0,T,0,W,2,27,130,36,33,8,1,0,0,1,0,1,0,0,0,1,8,1,0,0,0,2,2,1.5,0.8888888890000001,0.272727273,7,2,27,8,0,8,0,33,0,1,2,7,1,0,3.735,0.5853658536585367,0.0,0.0,0.24242424242424246,0.2647058823529412,0.2727272727272727,0.5374331550802138,0.1839080459770115,0.32,0.0,0.273015873015873,0.24,0.0,0.0,0.0,0.47761194029850745
6,20170331LGWO0,20170331,WO,LG,0,B,0,L,0,27,151,34,31,4,0,0,1,0,0,0,0,3,0,0,10,1,0,0,0,2,1,0.0,0.7777777779999999,1.0,3,1,27,10,3,4,1,31,0,0,2,3,0,0,3.735,0.975609756097561,0.375,0.4761904761904761,0.12903225806451613,0.2058823529411765,0.2258064516129032,0.4316888045540797,0.09195402298850575,0.15,0.2272727272727272,0.1365079365079365,0.24,0.22727272727272713,0.27272727272727265,0.3333333333333333,0.0
7,20170331LGWO0,20170331,LG,WO,0,T,0,W,3,27,122,34,30,5,2,1,0,0,0,0,0,4,0,0,6,2,2,0,1,1,1,1.125,1.0,0.818181818,2,1,27,6,4,5,0,30,0,0,1,2,2,1,3.735,0.19512195121951237,0.5,0.21428571428571427,0.16666666666666666,0.2647058823529412,0.3,0.5647058823529412,0.27586206896551724,0.20833333333333331,0.19696969696969688,0.1365079365079365,0.12,0.19696969696969696,0.16666666666666669,0.0,0.11940298507462682
8,20170331LTNC0,20170331,NC,LT,0,B,0,W,1,27,133,34,33,7,2,0,1,0,1,0,0,0,0,1,8,0,1,0,0,5,3,3.0,0.461538462,1.0,4,3,27,8,0,7,1,33,0,1,5,4,2,0,3.735,0.5853658536585367,0.0,0.0,0.21212121212121213,0.2352941176470588,0.3636363636363637,0.5989304812834224,0.09195402298850575,0.25,0.19696969696969688,0.4095238095238095,0.6,0.19696969696969696,0.212121212121212,0.3333333333333333,0.3582089552238806
9,20170331LTNC0,20170331,LT,NC,0,T,0,L,0,24,160,38,32,11,5,0,1,2,2,0,0,4,0,2,9,0,0,0,0,6,5,2.0,1.772727273,3.6,5,5,24,9,4,11,1,32,0,2,6,5,5,0,3.735,1.0,0.5625,0.3214285714285714,0.34375,0.4473684210526316,0.59375,1.0411184210526316,0.9999999999999999,0.4545454545454545,0.41856060606060597,0.7678571428571428,0.8099999999999999,0.4185606060606059,0.4678030303030302,0.375,1.0
