,G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,CG_CK,WLS,HOLD,INN2,BF,PA,AB,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,WP,BK,ERR,R,ER,P_WHIP_RT,P2_WHIP_RT,CB_WHIP_RT,H1,CUM_ER,CUM_INN2,CUM_KK,CUM_BB,CUM_HIT,CUM_HR,CUM_AB,CUM_SF,CUM_HP,CUM_R,CUM_H1,CUM_H2,CUM_H3,cFIP,K/9,BB/9,K/BB,OAVG,OOBP,OSLG,OOPS,WHIP,BABIP,DICE,ERA,RA9,FIP,kFIP,HR/9,H/9
0,20190323HHOB0,20190323,OB,HH,0,B,0,W,1,27,151,42,34,12,1,0,0,0,1,1,1,5,0,1,7,2,1,0,0,4,4,1.2,1.888888889,3.857142857,11,4,27,7,5,12,0,34,1,1,4,11,1,0,3.403,0.4202898550724638,0.6975308641975309,0.0769230769230769,0.35294117647058826,0.4390243902439024,0.38235294117647056,0.8213773314203728,0.9322033898305087,0.42857142857142855,0.3278688524590164,0.47619047619047616,0.4347826086956522,0.32786885245901637,0.26122448979591845,0.0,0.8181818181818181
1,20190323HHOB0,20190323,HH,OB,0,T,0,L,0,24,138,33,28,6,1,0,1,0,0,0,0,5,0,0,3,1,1,0,0,5,5,3.0,1.375,3.0,4,5,24,3,5,6,1,28,0,0,5,4,1,0,3.403,0.0,0.8055555555555556,0.0,0.21428571428571427,0.3333333333333333,0.35714285714285715,0.6904761904761905,0.5402542372881358,0.20833333333333331,0.6680327868852459,0.6696428571428571,0.611413043478261,0.668032786885246,0.559183673469388,0.3333333333333333,0.34090909090909094
2,20190323KTSK0,20190323,SK,KT,0,B,0,W,1,27,153,39,36,9,0,0,1,0,0,0,0,3,0,0,10,1,0,0,0,4,4,0.666666667,1.375,0.818181818,8,4,27,10,3,9,1,36,0,0,4,8,0,0,3.403,0.7681159420289856,0.35185185185185186,0.2628205128205128,0.25,0.3076923076923077,0.3333333333333333,0.641025641025641,0.5084745762711864,0.32,0.29508196721311475,0.47619047619047616,0.4347826086956522,0.2950819672131148,0.2938775510204081,0.2962962962962963,0.5454545454545455
3,20190323KTSK0,20190323,KT,SK,0,T,0,L,0,24,140,37,31,8,1,0,2,1,0,0,0,6,0,0,5,1,0,0,0,7,6,2.0,1.826086957,1.5,5,6,24,5,6,8,2,31,0,0,7,5,1,0,3.403,0.2608695652173913,0.9999999999999999,0.02243589743589744,0.25806451612903225,0.3783783783783784,0.4838709677419355,0.8622493461203139,0.8262711864406782,0.25,0.889344262295082,0.8035714285714285,0.8559782608695653,0.889344262295082,0.8346938775510204,0.6666666666666666,0.5454545454545455
4,20190323LGHT0,20190323,HT,LG,0,B,0,L,0,27,146,34,31,8,3,0,0,0,0,0,0,3,0,0,12,3,0,0,0,2,2,0.5,1.222222222,0.6,5,2,27,12,3,8,0,31,0,0,2,5,3,0,3.403,1.0,0.35185185185185186,0.32692307692307687,0.25806451612903225,0.3235294117647059,0.3548387096774194,0.6783681214421253,0.42372881355932224,0.42105263157894735,0.01639344262295081,0.23809523809523808,0.2173913043478261,0.016393442622950782,0.032653061224489854,0.0,0.4545454545454546
5,20190323LGHT0,20190323,LG,HT,0,T,0,W,1,27,119,33,28,3,1,0,0,0,0,1,0,3,0,1,6,1,0,0,0,0,0,0.272727273,0.666666667,0.545454545,2,0,27,6,3,3,0,28,0,1,0,2,1,0,3.403,0.3043478260869565,0.35185185185185186,0.1346153846153846,0.10714285714285714,0.21875,0.14285714285714285,0.3616071428571429,0.0,0.13636363636363635,0.2622950819672131,0.0,0.0,0.26229508196721313,0.17959183673469398,0.0,0.0
6,20190323SSNC0,20190323,NC,SS,0,B,0,W,0,27,123,31,29,4,0,0,0,0,0,0,0,2,0,0,5,3,0,0,0,0,0,0.0,1.0,0.666666667,4,0,27,5,2,4,0,29,0,0,0,4,0,0,3.403,0.18840579710144928,0.17901234567901236,0.18269230769230768,0.13793103448275862,0.1935483870967742,0.13793103448275862,0.3314794215795328,0.0,0.16666666666666666,0.19672131147540986,0.0,0.0,0.19672131147540994,0.09795918367346951,0.0,0.09090909090909094
7,20190323SSNC0,20190323,SS,NC,0,T,0,L,0,24,144,36,31,8,0,0,3,0,1,0,0,5,0,0,7,0,0,0,1,7,7,4.0,9.0,4.2,5,7,24,7,5,8,3,31,0,0,7,5,0,0,3.403,0.5217391304347827,0.8055555555555556,0.0769230769230769,0.25806451612903225,0.3611111111111111,0.5483870967741935,0.9094982078853048,0.7309322033898307,0.2380952380952381,1.0,0.9375,0.8559782608695653,1.0,1.0,1.0,0.5454545454545455
8,20190323WOLT0,20190323,LT,WO,0,B,0,L,0,27,158,44,40,14,1,0,2,0,1,1,0,3,0,0,7,1,2,0,1,7,7,1.285714286,2.166666667,3.857142857,11,7,27,7,3,14,2,40,0,0,7,11,1,0,3.403,0.4202898550724638,0.35185185185185186,0.16666666666666663,0.35,0.3953488372093023,0.525,0.9203488372093024,0.9322033898305087,0.3870967741935484,0.6065573770491804,0.8333333333333333,0.7608695652173914,0.6065573770491803,0.5714285714285716,0.5925925925925926,1.0
9,20190323WOLT0,20190323,WO,LT,0,T,0,W,3,27,128,37,35,7,2,0,0,1,0,0,0,1,0,1,11,0,1,0,0,4,3,0.9,0.529411765,1.125,5,3,27,11,1,7,0,35,0,1,4,5,2,0,3.403,0.8840579710144929,0.006172839506172867,0.9999999999999998,0.2,0.2432432432432433,0.2571428571428571,0.5003861003861003,0.16949152542372892,0.2916666666666667,0.0,0.3571428571428571,0.4347826086956522,0.0,0.0,0.0,0.36363636363636365
