,G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,CG_CK,WLS,HOLD,INN2,BF,PA,AB,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,WP,BK,ERR,R,ER,P_WHIP_RT,P2_WHIP_RT,CB_WHIP_RT,H1,CUM_ER,CUM_INN2,CUM_KK,CUM_BB,CUM_HIT,CUM_HR,CUM_AB,CUM_SF,CUM_HP,CUM_R,CUM_H1,CUM_H2,CUM_H3,cFIP,K/9,BB/9,K/BB,OAVG,OOBP,OSLG,OOPS,WHIP,BABIP,DICE,ERA,RA9,FIP,kFIP,HR/9,H/9
0,20180324HHWO0,20180324,WO,HH,0,B,0,W,2,27,152,38,37,13,0,1,0,1,0,0,0,1,0,0,9,0,0,0,1,3,2,1.090909091,1.6,2.25,12,2,27,9,1,13,0,37,0,0,3,12,0,1,3.833,0.625,0.12698412698412698,0.5294117647058824,0.35135135135135137,0.3684210526315789,0.40540540540540543,0.7738264580369844,0.6666666666666666,0.4642857142857143,0.0,0.06227106227106227,0.18681318681318676,0.0,0.0,0.0,0.790513833992095
1,20180324HHWO0,20180324,HH,WO,0,T,0,L,0,24,173,41,37,12,3,0,1,2,0,0,0,4,0,0,10,0,2,0,0,6,5,1.75,3.0,2.25,8,5,24,10,4,12,1,37,0,0,6,8,3,0,3.833,0.90625,0.5714285714285714,0.14705882352941177,0.32432432432432434,0.3902439024390244,0.4864864864864865,0.8767303889255109,0.9999999999999999,0.4230769230769231,0.3853699551569506,0.5137362637362637,0.6538461538461537,0.37774725274725285,0.4366812227074235,0.375,0.8399209486166008
2,20180324KTHT0,20180324,HT,KT,0,B,0,L,0,27,154,38,37,11,1,0,3,0,0,0,0,1,0,0,9,0,0,0,0,5,5,2.0,1.333333333,1.5,7,5,27,9,1,11,3,37,0,0,5,7,1,0,3.833,0.625,0.12698412698412698,0.5294117647058824,0.2972972972972973,0.3157894736842105,0.5675675675675675,0.883357041251778,0.4999999999999999,0.32,0.7286995515695066,0.43589743589743585,0.43589743589743585,0.7142857142857143,0.7641921397379913,1.0,0.5928853754940713
3,20180324KTHT0,20180324,KT,HT,0,T,0,W,2,27,165,43,36,12,2,0,0,0,0,2,1,2,0,2,8,0,0,0,0,4,4,1.2,1.5555555559999998,2.625,10,4,27,8,2,12,0,36,1,2,4,10,2,0,3.833,0.5,0.25396825396825395,0.23529411764705882,0.3333333333333333,0.3902439024390244,0.3888888888888889,0.7791327913279134,0.6666666666666666,0.4137931034482759,0.2055306427503737,0.3113553113553113,0.3113553113553113,0.20146520146520153,0.18195050946142655,0.0,0.6916996047430832
4,20180324LGNC0,20180324,NC,LG,0,B,0,W,2,27,113,32,30,7,0,0,1,1,0,0,1,1,0,0,9,1,0,0,0,2,2,0.0,0.7777777779999999,1.333333333,6,2,27,9,1,7,1,30,1,0,2,6,0,0,3.833,0.625,0.12698412698412698,0.5294117647058824,0.2333333333333333,0.25,0.3333333333333333,0.5833333333333333,0.16666666666666663,0.2857142857142857,0.24289985052316887,0.06227106227106227,0.06227106227106227,0.23809523809523825,0.25473071324599716,0.3333333333333333,0.1976284584980238
5,20180324LGNC0,20180324,LG,NC,0,T,0,L,0,24,141,35,30,9,2,0,1,1,1,0,1,4,0,0,9,0,1,0,0,4,4,0.428571429,1.695652174,1.0,6,4,24,9,4,9,1,30,1,0,4,6,2,0,3.833,0.765625,0.5714285714285714,0.1323529411764706,0.3,0.37142857142857133,0.4666666666666667,0.8380952380952381,0.7187499999999999,0.3809523809523809,0.4274103139013452,0.3736263736263736,0.3736263736263736,0.418956043956044,0.45715065502183394,0.375,0.5064229249011858
6,20180324LTSK0,20180324,SK,LT,0,B,0,W,2,27,170,39,33,7,2,0,0,2,0,0,0,6,0,0,12,0,1,0,0,5,4,1.5,1.4444444440000002,2.571428571,5,4,27,12,6,7,0,33,0,0,5,5,2,0,3.833,1.0,0.7619047619047619,0.11764705882352941,0.21212121212121213,0.3333333333333333,0.2727272727272727,0.606060606060606,0.5833333333333334,0.3333333333333333,0.1681614349775784,0.3113553113553113,0.43589743589743585,0.16483516483516492,0.21834061135371186,0.0,0.1976284584980238
7,20180324LTSK0,20180324,LT,SK,0,T,0,L,0,24,166,40,32,8,1,0,1,2,1,0,1,7,0,0,10,0,1,0,0,6,5,2.142857143,1.875,1.2,6,5,24,10,7,8,1,32,1,0,6,6,1,0,3.833,0.90625,1.0,0.08403361344537816,0.25,0.375,0.375,0.75,0.9062499999999999,0.3181818181818182,0.5745515695067264,0.5137362637362637,0.6538461538461537,0.5631868131868132,0.6209061135371178,0.375,0.3952569169960475
8,20180324SSOB0,20180324,OB,SS,0,B,0,L,0,27,172,43,37,13,4,0,0,0,0,1,0,4,0,1,9,0,0,0,0,6,6,1.666666667,3.0,3.428571429,9,6,27,9,4,13,0,37,0,1,6,9,4,0,3.833,0.625,0.5079365079365079,0.1323529411764706,0.35135135135135137,0.42857142857142855,0.4594594594594595,0.888030888030888,0.9166666666666666,0.4642857142857143,0.22421524663677128,0.5604395604395602,0.5604395604395602,0.2197802197802199,0.21834061135371186,0.0,0.790513833992095
9,20180324SSOB0,20180324,SS,OB,0,T,0,W,2,27,114,32,32,6,2,0,1,0,0,0,0,0,0,0,4,1,0,0,0,3,3,2.0,0.272727273,1.0,3,3,27,4,0,6,1,32,0,0,3,3,2,0,3.833,0.0,0.0,0.0,0.1875,0.1875,0.34375,0.53125,0.0,0.1851851851851852,0.3736920777279522,0.18681318681318676,0.18681318681318676,0.36630036630036655,0.29112081513828225,0.3333333333333333,0.09881422924901195
10,20180325HHWO0,20180325,WO,HH,0,B,0,L,0,27,154,39,36,11,3,0,1,2,1,0,0,1,0,2,9,1,0,0,0,4,4,1.5,1.928571429,3.0,7,6,54,18,2,24,1,73,0,2,7,19,3,1,3.833,0.625,0.12698412698412698,0.5294117647058824,0.3287671232876712,0.3636363636363637,0.4383561643835616,0.8019925280199253,0.5833333333333334,0.4259259259259259,0.1775037369207773,0.18681318681318676,0.24908424908424903,0.17399267399267404,0.18195050946142655,0.16666666666666666,0.6916996047430832
11,20180325HHWO0,20180325,HH,WO,0,T,0,W,1,27,138,33,31,5,1,0,1,0,0,0,0,1,0,1,11,0,0,0,0,1,1,0.0,0.692307692,0.666666667,3,6,51,21,5,17,2,68,0,1,7,11,4,0,3.833,0.8897058823529411,0.33613445378151263,0.24705882352941178,0.25,0.3108108108108108,0.3970588235294117,0.7078696343402225,0.47058823529411764,0.3333333333333333,0.3000527565286203,0.20879120879120877,0.2747252747252747,0.2941176470588236,0.3499871564346263,0.3529411764705882,0.3952569169960475
12,20180325KTHT0,20180325,HT,KT,0,B,0,W,0,27,116,33,33,7,1,0,1,0,0,0,0,0,0,0,8,1,0,0,0,1,1,0.0,1.0,1.5,5,6,54,17,1,18,4,70,0,0,6,12,2,0,3.833,0.5625,0.06349206349206349,1.0,0.2571428571428571,0.2676056338028169,0.4571428571428571,0.7247484909456741,0.29166666666666663,0.2857142857142857,0.476457399103139,0.18681318681318676,0.18681318681318676,0.46703296703296715,0.4912663755458516,0.6666666666666666,0.3952569169960475
